[main] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: standard
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Host: localhost:13508[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Connection: Keep-Alive[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Accept-Encoding: gzip,deflate[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "{"value":"*[name\u003d\u0027quantity\u0027]","using":"css selector"}"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "HTTP/1.1 200 OK[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "Content-Length:88[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "Content-Type:application/json; charset=utf-8[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "cache-control:no-cache[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "{"value":{"element-6066-11e4-a52e-4f735466cecf":"06e3a521-ba5a-41bc-aa04-c40b7ced1138"}}"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << HTTP/1.1 200 OK
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << Content-Length:88
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << Content-Type:application/json; charset=utf-8
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << cache-control:no-cache
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 0][route: {}->http://localhost:13508] can be kept alive indefinitely
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 0][route: {}->http://localhost:13508][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:13508][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 0][route: {}->http://localhost:13508][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "[read] I/O error: Read timed out"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-0: set socket timeout to 10800000
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element/06e3a521-ba5a-41bc-aa04-c40b7ced1138/value HTTP/1.1
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element/06e3a521-ba5a-41bc-aa04-c40b7ced1138/value HTTP/1.1
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Content-Type: application/json; charset=utf-8
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Content-Length: 70
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Host: localhost:13508
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Connection: Keep-Alive
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Accept-Encoding: gzip,deflate
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element/06e3a521-ba5a-41bc-aa04-c40b7ced1138/value HTTP/1.1[\r][\n]"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Content-Length: 70[\r][\n]"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Host: localhost:13508[\r][\n]"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Connection: Keep-Alive[\r][\n]"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)[\r][\n]"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Accept-Encoding: gzip,deflate[\r][\n]"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "[\r][\n]"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "{"id":"06e3a521-ba5a-41bc-aa04-c40b7ced1138","text":"2","value":["2"]}"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "HTTP/1.1 200 OK[\r][\n]"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "Content-Length:14[\r][\n]"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "Content-Type:application/json; charset=utf-8[\r][\n]"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "cache-control:no-cache[\r][\n]"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "[\r][\n]"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "{"value":null}"
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << HTTP/1.1 200 OK
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << Content-Length:14
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << Content-Type:application/json; charset=utf-8
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << cache-control:no-cache
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 0][route: {}->http://localhost:13508] can be kept alive indefinitely
[Forwarding sendKeysToElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 0][route: {}->http://localhost:13508][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:13508][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 0][route: {}->http://localhost:13508][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "[read] I/O error: Read timed out"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-0: set socket timeout to 10800000
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element HTTP/1.1
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element HTTP/1.1
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Content-Type: application/json; charset=utf-8
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Content-Length: 75
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Host: localhost:13508
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Connection: Keep-Alive
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Accept-Encoding: gzip,deflate
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element HTTP/1.1[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Content-Length: 75[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Host: localhost:13508[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Connection: Keep-Alive[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Accept-Encoding: gzip,deflate[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "{"value":"//button[text()\u003d\u0027Add to basket\u0027]","using":"xpath"}"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "HTTP/1.1 200 OK[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "Content-Length:88[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "Content-Type:application/json; charset=utf-8[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "cache-control:no-cache[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "{"value":{"element-6066-11e4-a52e-4f735466cecf":"4c85d931-09fb-42a7-b48f-a192bc693e58"}}"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << HTTP/1.1 200 OK
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << Content-Length:88
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << Content-Type:application/json; charset=utf-8
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << cache-control:no-cache
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 0][route: {}->http://localhost:13508] can be kept alive indefinitely
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 0][route: {}->http://localhost:13508][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
